address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,listed_in(type),listed_in(city),approx_cost
"1st Floor, GRS Towers, Sarjapur Road, Bangalore",Ajwa Thalassery Biryani,Yes,Yes,3.9,42,sarjapur road,Quick Bites,"biryani, south indian",Delivery,Bellandur,500.0
"779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",YumYumDilli,Yes,No,3.5,16,sarjapur road,Delivery,north indian,Delivery,Bellandur,500.0
"121/1, Golden Country, Behind Andhra Bank, Near Wipro, Doddakanehalli, Sarjapur Road, Bangalore",Folklore Restaurant,Yes,No,3.4,262,sarjapur road,Casual Dining,kerala,Delivery,Bellandur,450.0
"646, 12th Cross, 27th Main, Sector 1, HSR, Bangalore",Napoli Italian Bistro,Yes,Yes,4.1,1056,hsr,"Casual Dining, Bar","italian, mexican, continental, pizza",Delivery,Bellandur,1200.0
"647, Ground Floor, 27th Main Road, Sector 1, HSR, Bangalore",Uptown Sliders & Shakes,Yes,No,3.9,112,hsr,Quick Bites,"burger, fast food, beverages",Delivery,Bellandur,600.0
"191, First Floor, 27th Main, Sector 2, HSR, Bangalore",The Grub Central,Yes,Yes,4.0,797,hsr,Cafe,"cafe, italian, continental",Delivery,Bellandur,700.0
"1630/1504/5, Kasavanahalli Main Road, Behind Bata Showroom, Kasavanahalli, Sarjapur Road, Bangalore",Cold Smith Ice Creams,Yes,No,3.9,41,sarjapur road,Dessert Parlor,"ice cream, desserts",Delivery,Bellandur,450.0
"Shop 7, 8 Opposite, Airtel Express, Panathur Main Road, Marathahalli, Bangalore",Keerthi Restaurant Andhra Style,Yes,No,,0,marathahalli,Quick Bites,andhra,Delivery,Bellandur,300.0
"779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",Thalis Of India,Yes,No,3.3,7,sarjapur road,Delivery,"south indian, north indian, beverages",Delivery,Bellandur,500.0
"5/1 SLN Building, Doddakanelli-Kaadubeesanahalli Road, Near Prestige Trinity Center, Bellandur, Bangalore",Singh Saheb Di Rasoi,Yes,No,3.2,10,bellandur,Quick Bites,north indian,Delivery,Bellandur,800.0
"Srinivasa Nilayam, Site 3, Vidya Vikas School Road, Panathur New Extension, Kaverappa Layout, Marathahalli, Bangalore",Slurpy Shakes,Yes,No,3.3,6,marathahalli,Delivery,beverages,Delivery,Bellandur,300.0
"65/1A, Sarjapur Main Road, Kaikondrahalli, Sarjapur Road, Bangalore",The Milkshake Theory,Yes,No,3.7,29,sarjapur road,Beverage Shop,"beverages, fast food",Delivery,Bellandur,400.0
"Salarpuria Sattva Aura, Kiosk 6, Foodworks Food Court, Block 11, Marathahalli - Sarjapur Outer Ring Road, Kaverappa Layout, Kadubeesanahalli, Marathahalli, Bangalore",Cake Box,Yes,No,2.9,24,marathahalli,Bakery,"bakery, desserts",Delivery,Bellandur,400.0
"2317, 27th Main, Sector 1, Opposite NIFT College, HSR Layout, HSR, Bangalore",Wangs Kitchen,Yes,No,2.4,438,hsr,Casual Dining,chinese,Delivery,Bellandur,1000.0
"HN Halli Lake Road, Radha Reddy Layout, Doddakannelli, Sarjapur Road, Bangalore",Quick Bites Food Junction,Yes,No,3.8,30,sarjapur road,Quick Bites,"north indian, chinese, bengali",Delivery,Bellandur,300.0
"Sarjapura Main Road Kaikondrahali Sarjapur Road, Bangalore",Poha On Wheels,Yes,No,,0,sarjapur road,Quick Bites,fast food,Delivery,Bellandur,100.0
"23/4, Kariyammana Agrahara Road Kadubisinahalli, Prestige Tech Park Back Gate, Marathahalli, Bangalore",Kidilum,Yes,No,3.6,32,marathahalli,Casual Dining,"north indian, chinese, kerala",Delivery,Bellandur,450.0
"2628, 27th Main Road, 1st Sector, HSR Layout, Bangalore, HSR, Bangalore",Juice Junction Food Court,Yes,No,3.8,210,hsr,Quick Bites,"juices, south indian, chinese, fast food",Delivery,Bellandur,200.0
"779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",World In A Bowl,Yes,No,3.5,17,sarjapur road,Delivery,"continental, north indian, desserts, beverages",Delivery,Bellandur,600.0
"606, 2nd Main Road, KPCL Layout, Kasavanahalli Main Road, Kasavanahalli, Sarjapur Road, Bangalore",Sintales,Yes,No,3.6,44,sarjapur road,Cafe,"cafe, continental, pizza, burger, beverages",Delivery,Bellandur,600.0
"1554, Ground Floor, 19th Main, Sector - 1, HSR, Bangalore",The Litti Company,Yes,No,3.7,33,hsr,"Takeaway, Delivery",bihari,Delivery,Bellandur,400.0
"Bellandur Main Road, Opposite Village Super Market",Tanoor Tandoori,Yes,No,,0,bellandur,Delivery,"north indian, mughlai, chinese, kebab, biryani",Delivery,Bellandur,550.0
"66, 5th Cross,Near SJR Park Vista, Ambalipura, Harlur Road, Sarjapur Road, Bangalore",Myrasoiya.com,Yes,No,3.4,20,sarjapur road,Delivery,north indian,Delivery,Bellandur,350.0
"2217/62/2C, Above Bank of Baroda, Doddakannalli, Sarjapura Main Road, Near, Wipro Gate, Bangalore",Vandana Andhra and Multi Cuisine,Yes,Yes,4.1,481,sarjapur road,Casual Dining,"andhra, hyderabadi, biryani, chinese, north indian",Delivery,Bellandur,900.0
"Plot 302, Shop 1, 2nd Cross, Kadubesanahalli, Panathur Main Road, Marathahalli, Bangalore",American Bites,Yes,No,3.0,4,marathahalli,Quick Bites,"pizza, american, fast food, seafood",Delivery,Bellandur,300.0
"19/6A, Bellandur Main, Road Bellandur, Bangalore Near vinayaka two wheelers services centre and srinivasa signature Bellandur",Roti's Ghar,Yes,No,,0,bellandur,"Takeaway, Delivery","north indian, juices",Delivery,Bellandur,200.0
"780, 12th Cross, 19th Main, HSR, Bangalore",Telugu Velugu,Yes,No,,0,hsr,Quick Bites,"south indian, andhra",Delivery,Bellandur,500.0
"6,Opposite Prestige Tech Park, Kadubeesanhalli Bus Stop, Marathahalli, Bangalore",Aashish Foods,Yes,No,3.8,34,marathahalli,Quick Bites,north indian,Delivery,Bellandur,150.0
"Near Ganesh Temple, Bellandur, Bangalore",Laddoos,Yes,No,2.9,163,bellandur,"Quick Bites, Sweet Shop","north indian, street food, mithai",Delivery,Bellandur,250.0
"Harish Nilaya Building, 9th Cross, Near Central Mall, Bellandur, Bangalore",Omleterian,Yes,No,,0,bellandur,Delivery,"american, continental",Delivery,Bellandur,200.0
"2606, The Ambience, 27th Main Road, 16th cross, HSR Layout",Rusbury Fresh Sweets And Savouries,Yes,No,4.0,65,hsr,Sweet Shop,"mithai, street food",Delivery,Bellandur,200.0
"163, Shreyas Arcade, Green Glen Layout, Bellandur, Bangalore",Shree Khana Khazana,Yes,No,4.2,166,bellandur,Quick Bites,"north indian, chinese",Delivery,Bellandur,450.0
"331, Ground Floor, 27th Main, 2nd Stage, HSR, Bangalore",Moti Mahal Delux,Yes,Yes,4.0,547,hsr,Casual Dining,"north indian, mughlai",Delivery,Bellandur,1000.0
"18, Prakruthi Enclave, Panathur Road, Kadubeesanahalli, Marathahalli, Bangalore",Shri Vishnu Grand,Yes,No,3.0,139,marathahalli,Casual Dining,"north indian, south indian, chinese",Delivery,Bellandur,450.0
"Shop 3, P.G.K Chambers, Basement, Tulasi Layout, Kasavanahalli, Matha Amrutha College Road, Sarjapur Road, Bangalore",Andhra Paris,Yes,No,3.2,5,sarjapur road,Quick Bites,andhra,Delivery,Bellandur,250.0
"Ground Floor, Ganapa Tower, Outer Ring Road, Bellandur, Bangalore",Annapurna Foods,Yes,No,3.5,11,bellandur,Casual Dining,"north indian, chinese, hyderabadi",Delivery,Bellandur,400.0
"Shop 217, 2nd Main Road Kadubeesanahalli Croma Back Side Road Near Kumbeshwara Temple Marathahalli, Bangalore",Spicy Punjabi Pharatha,Yes,No,2.9,76,marathahalli,Quick Bites,"north indian, chinese, biryani",Delivery,Bellandur,400.0
"1548, 3rd Floor,19th Main Road, Sector 1, Agara Village, HSR, Bangalore",Kitchen On Table,Yes,No,4.3,787,hsr,Casual Dining,"bbq, chinese, japanese, asian",Delivery,Bellandur,1000.0
"Shop 339, 27th Main Road, HSR Layout Sector 2, Bangalore",Charcoal Eats,Yes,No,4.0,55,hsr,Quick Bites,"italian, biryani, fast food, north indian, rolls",Delivery,Bellandur,500.0
"1st Floor, Sri Sairam Complex, Radha Reddy Layout, HN Halli Lake Road, Sarjapur Road, Bangalore",Foodbell,Yes,No,,0,sarjapur road,"Takeaway, Delivery","north indian, chinese, biryani",Delivery,Bellandur,300.0
"2610, 27th Main, Near NIFT, HSR Layout, HSR, Bangalore",Only Parathas,No,No,3.3,6,hsr,"Takeaway, Delivery",north indian,Delivery,Bellandur,
"18/1C, Near Trinity Meadows, Bellandur Main Road, Bellandur, Bangalore",Zayakedar,Yes,No,4.0,250,bellandur,Quick Bites,north indian,Delivery,Bellandur,250.0
"Near ICICI Bank Atm, Green Glen Layout, Bellandur, Bangalore",S S Popular Frozen Stone,Yes,No,3.7,24,bellandur,"Beverage Shop, Quick Bites","beverages, ice cream, sandwich, fast food",Delivery,Bellandur,250.0
"Near kaka singh dhaba, RMZ eco world backgate",Park N Eat,Yes,No,3.7,16,marathahalli,Quick Bites,"chinese, north indian",Delivery,Bellandur,300.0
"9/1A, Ground Floor, Sidda Reddy Elite, Kasavanahalli Main Road, Sarjapur Road, Bangalore",Amrutha Grand Restaurant,Yes,No,3.2,204,sarjapur road,Casual Dining,"north indian, biryani, chinese",Delivery,Bellandur,500.0
"779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",YumYumSouth,Yes,No,3.6,55,sarjapur road,Delivery,south indian,Delivery,Bellandur,600.0
"1558, 19th Main, Ring Road, Near Indian Oil Petrol Bunk, Sector 1, HSR, Bangalore",Nanda's,Yes,No,2.9,361,hsr,Casual Dining,"north indian, chinese, andhra",Delivery,Bellandur,450.0
"Salarpuria Sattva Eminence 88, Marathahalli - Sarjapur Outer Ring Road, Bellandur, Bangalore",Ramji Chaiwale,Yes,No,3.3,30,bellandur,Quick Bites,"beverages, fast food",Delivery,Bellandur,250.0
"41, Kadubeesanahalli, Marathahalli, Bangalore",Bombay Kulfi,Yes,No,3.8,38,marathahalli,Dessert Parlor,"desserts, ice cream",Delivery,Bellandur,150.0
"3/3, Behind Bata Showroom, Off KPCL Road, Kasavanhalli, Sarjapur Road, Bangalore",Shahi Zaikha,Yes,No,3.2,6,sarjapur road,Quick Bites,"chinese, north indian, mughlai",Delivery,Bellandur,300.0
"Sree Renuka Complex, Kaikondarahalli, Sarjapur Road, Bangalore",MAD Belgian Waffles,Yes,No,,0,sarjapur road,Quick Bites,fast food,Delivery,Bellandur,300.0
"5, KBR Mall Complex, Ground Floor, More Mega Store, Varthur Hobli, Marathahalli, Bangalore",Srinathji's,Yes,Yes,3.9,661,marathahalli,Casual Dining,"north indian, chinese, continental, street food",Delivery,Bellandur,750.0
"164, Ground Floor, Green Glen Layout, Bellandur, Bangalore",Sichuan,Yes,No,4.1,268,bellandur,Casual Dining,"chinese, asian, seafood",Delivery,Bellandur,800.0
"95/2, Green Glen Layout, Sobha Lakeview Clubhouse, Bellandur, Bangalore",Bellandur Kitchen,Yes,No,3.4,17,bellandur,Quick Bites,"north indian, chinese",Delivery,Bellandur,400.0
"2318, Sector 1, Near NIFT College, HSR, Bangalore",Ovenstory Pizza,Yes,No,4.0,200,hsr,Delivery,pizza,Delivery,Bellandur,750.0
"18/1, HMR Complex, Near Ganesh Temple, Bellandur, Bangalore",Parathe Ghar Ke,Yes,No,3.2,4,bellandur,Quick Bites,north indian,Delivery,Bellandur,300.0
"697, 12th Cross, 27th Main, 1st Sector, HSR, Bangalore",Stoned Monkey,Yes,No,3.9,228,hsr,Dessert Parlor,"desserts, ice cream",Delivery,Bellandur,500.0
"152, 5th cross, Bellandur, Bangalore",Cakes Wagon,Yes,No,3.4,6,bellandur,"Dessert Parlor, Bakery","desserts, bakery",Delivery,Bellandur,300.0
"Opposite Banglore Central Mall, Bellandur, Bengaluru",Sri Ganesh Juice Junction,Yes,No,3.5,5,bellandur,Beverage Shop,"juices, fast food",Delivery,Bellandur,200.0
"1, LaCasa Compound, Central Jail Road, Kasavanahalli, Sarjapur Road, Bangalore",Ooty Chocolates,Yes,No,3.3,9,sarjapur road,Dessert Parlor,desserts,Delivery,Bellandur,300.0
"6/2, Near Wipro Headquaters, Kaikondrahalli, Sarjapur Road, Bangalore",Kanua,Yes,Yes,4.4,889,sarjapur road,Casual Dining,"konkan, mangalorean, seafood",Delivery,Bellandur,1400.0
"779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.5,43,sarjapur road,Delivery,continental,Delivery,Bellandur,500.0
"73,Near BBMP Office, Bellandur, Bangalore",Apna Veg Dhaba,Yes,No,3.1,35,bellandur,Casual Dining,"north indian, chinese",Delivery,Bellandur,400.0
"25, Shree Vinayaka Elite, Amblipura Village, Sarjapur Road, Bangalore",Zeeshan,Yes,No,2.6,155,sarjapur road,Casual Dining,"north indian, mughlai, biryani, rolls",Delivery,Bellandur,600.0
"House 3/3, 1st Floor, Kasavanahalli Sarjapur Road, Bangalore",Dad's Cookhouse,Yes,No,4.0,44,sarjapur road,Quick Bites,"north indian, street food, chinese, fast food",Delivery,Bellandur,300.0
"56, Opposite to Intal, Near Passport Office, Davarabeshanahlli, Bellandur, Bangalore",Five Star Chicken,Yes,No,3.4,9,bellandur,Quick Bites,"fast food, burger",Delivery,Bellandur,200.0
"5/78/7, Ground Floor, Bangalore Central, Bellandur, Bangalore",McDonald's,Yes,No,3.2,258,bellandur,Quick Bites,"burger, fast food",Delivery,Bellandur,500.0
"75/2B, Near Trinity Meadows, Bellandur, Bangalore",Abbabi Chicken,Yes,No,3.8,133,bellandur,Quick Bites,fast food,Delivery,Bellandur,200.0
"35, Outer Ring Road, Near Munrshwara Temple",Azura Restaurant,Yes,No,2.8,95,bellandur,Casual Dining,"north indian, mughlai, chinese, arabian, kerala",Delivery,Bellandur,500.0
"First Floor, Opposite Veeranjayanaya Temple, Ambedkar Circle, Adarsh Palm Retreat, Bellandur, Bangalore",Freshies Gourmet Salads,Yes,No,3.2,31,bellandur,Quick Bites,"salad, healthy food",Delivery,Bellandur,350.0
"33/1, 2nd Main Road, Outer Ring Road, Bellandur, Bangalore",Ritomi's Lov,Yes,No,3.7,48,bellandur,Quick Bites,north indian,Delivery,Bellandur,400.0
"65/1A, Sarjapur Main Road, Kaikondrahalli, Sarjapur Road, Bangalore",Southinn,Yes,No,3.2,97,sarjapur road,Quick Bites,"south indian, fast food, chinese, north indian, street food",Delivery,Bellandur,250.0
"RMZ Ecoworld Road, Adarsh Palm Retreat, Bellandur, Bangalore",Smoor,Yes,No,3.7,44,bellandur,Dessert Parlor,"desserts, beverages",Delivery,Bellandur,900.0
"76/2B, 4, Main Road, Bellandur, Bangalore",Goli Vada Pav No. 1,Yes,No,3.3,84,bellandur,Quick Bites,street food,Delivery,Bellandur,200.0
"GRS Towers, Near Big Bazaar, Sarjapur Road, Bangalore",Karachi Bakery,Yes,No,3.7,16,sarjapur road,Bakery,"bakery, desserts",Delivery,Bellandur,400.0
"334, Doddkanhalli, Near WIPRO Corporate Office, Sarjapur Road, Bangalore",Mughal Treat,Yes,No,3.6,109,sarjapur road,Casual Dining,"mughlai, north indian, chinese",Delivery,Bellandur,700.0
"Embassy Tech Village, Devarabisanahalli, Bellandur, Bangalore",Chai Point,Yes,No,,0,bellandur,"Beverage Shop, Quick Bites","tea, beverages, fast food",Delivery,Bellandur,250.0
"2334, Aarush Arcade, 17th Cross, 1st Sector, HSR, Bangalore",Le Charcoal Xpress,Yes,No,4.0,162,hsr,Quick Bites,"arabian, bbq, rolls, chinese",Delivery,Bellandur,500.0
"89/1, Monnekollal Village, Varthur Hobli, Outer Ring Road, Marathahalli, Bangalore",Foxtrot,Yes,Yes,4.4,1146,marathahalli,"Pub, Casual Dining","north indian, chinese, continental, momos",Delivery,Bellandur,1200.0
"Shop 5, Building 15, First Floor, Kasavanhalli Main Road, Sarjapur Road, Bangalore",Sweet Truth,Yes,No,3.9,34,sarjapur road,Delivery,"bakery, desserts",Delivery,Bellandur,500.0
"33/4, Narayanamma Garden, 8th Cross, Konen Agrahara, Murugeshpalya, Old Airport Road, Bangalore",Le Gateau - The Cake Shop,Yes,No,4.4,536,old airport road,Delivery,"desserts, bakery",Delivery,Bellandur,600.0
"Outer Ring Road, Opposite to JP Morgan, Kodbisanhalli, Marathahalli, Bangalore",Deli Chats and Sweets,Yes,No,4.1,39,marathahalli,Quick Bites,"street food, mithai",Delivery,Bellandur,200.0
"Outer Ring Road, Opposite Sakra World Hospital, Devarabisanahalli, Bellandur, Bengaluru, Karnataka 560103",Eden Huts Restaurant,No,No,4.0,213,bellandur,Casual Dining,"chinese, north indian",Delivery,Bellandur,400.0
"Opposite La Casa Hotel, Jayaramreddy Layout, Kasavanhalli, Central Jail Road, Sarjapur Road, Bangalore",Shekhawati Restaurant,Yes,No,3.7,62,sarjapur road,Quick Bites,north indian,Delivery,Bellandur,300.0
"1659, 27th Main Road, Sector 2, HSR Layout, HSR, Bangalore",Baithak,Yes,Yes,4.2,1383,hsr,"Casual Dining, Bar","continental, north indian, mughlai",Delivery,Bellandur,1100.0
"31st Main, Near NIFT, Sector 1, HSR, Bangalore",Ice Treat,Yes,No,3.8,42,hsr,Quick Bites,"juices, ice cream",Delivery,Bellandur,200.0
"82/3, Third Floor, Khata 866, Panathur Main Road, Bhoganahalli Cross, Marathahalli, Bangalore",Ustaad Biryani,Yes,No,,0,marathahalli,Delivery,biryani,Delivery,Bellandur,250.0
"4th Cross, Bellandur, Annaiah Reddy Layout, Opposite Mahaganapathi Temple, Bellandur, Bangalore",Mumbai Xpress,Yes,No,2.9,89,bellandur,Quick Bites,"fast food, street food",Delivery,Bellandur,350.0
"Embassy Tech Square Food Court, Cessna Tech Park, Outer Ring Road, Kadubeesanahalli, Marathahalli, Bangalore",Chung Wah,Yes,No,2.9,29,marathahalli,Delivery,"chinese, momos, vietnamese, thai",Delivery,Bellandur,500.0
"95/2, Green Glen Layout, Sobha Lakeview Clubhouse, Bellandur, Bangalore",Filmy Kitchen,Yes,No,3.7,182,bellandur,Quick Bites,"north indian, south indian, italian, chinese, fast food",Delivery,Bellandur,400.0
"2617, 27th Main, Sector 1, Opposite CPWD Complex, HSR, Bangalore",The Belgian Waffle Co.,Yes,No,4.1,129,hsr,Dessert Parlor,"desserts, beverages",Delivery,Bellandur,350.0
"The Bay, RMZ Eco World, Bellandur, Bangalore",Samaroh,No,No,4.0,246,bellandur,Casual Dining,north indian,Delivery,Bellandur,1200.0
"163, Shop 2, Shreyas Arcade, Opposite Appolo Pharmacy, Greenglen Layout, Bellandur, Bangalore",Fusion Tadka,Yes,No,3.7,34,bellandur,Delivery,"north indian, chinese",Delivery,Bellandur,450.0
"548/1, Syed Plaza, Outer Ring Road, Bellandur, Bangalore",@ The Bbq,Yes,No,,0,bellandur,Casual Dining,"bbq, continental, north indian, chinese, beverages",Delivery,Bellandur,700.0
"47, Shubh Enclave Opposite Fisherman Wharf Restaurant Harlur Main Road, Sarjapur Road, Bangalore",Orchard Fresh,Yes,No,,0,sarjapur road,Dessert Parlor,ice cream,Delivery,Bellandur,150.0
"25, 17/1, Behind HDFC Bank, Bellandur Gate, Sarjapur Road, Bangalore",Pizza Stop,Yes,No,3.2,44,sarjapur road,Quick Bites,"pizza, italian",Delivery,Bellandur,600.0
"4, Smart Building, Annaih Reddy Layout, Bellandur Main Road, Bellandur, Bangalore",NH-1,Yes,No,3.8,376,bellandur,Delivery,north indian,Delivery,Bellandur,600.0
"586,Uday Shankar Buliding,Outer Ring Road,Bellandur Bangalore, Bellandur, Bangalore",Madurai Meenakshi Vilas,Yes,No,3.6,27,bellandur,Quick Bites,south indian,Delivery,Bellandur,300.0
"14/2, Sarjapur Main Rd, Kaikondrahalli, Sarjapur Road, Bangalore",Rampyari Chaiwala Netaji Bhajiawala,Yes,No,3.1,25,sarjapur road,Quick Bites,"street food, south indian",Delivery,Bellandur,150.0
"Near Trinity Meadows, Ramdev Medical Road, Bellandur, Bangalore",Biryani House,Yes,No,3.5,11,bellandur,Casual Dining,"andhra, biryani, chinese, north indian",Delivery,Bellandur,600.0
"Doddakannelli, Sarjapur Road, Bangalore",Karavali Naati Mane,Yes,No,3.1,40,sarjapur road,Quick Bites,south indian,Delivery,Bellandur,350.0
"225,Near BBMP Office, Bellandur, Bangalore",The Punjabi,Yes,No,2.9,32,bellandur,Casual Dining,"north indian, mughlai, biryani, chinese",Delivery,Bellandur,550.0
"27/3, 1st Cross, Doddakannalli, Sarjapur Road, Bangalore",Biruva's Biryani House,Yes,No,,0,sarjapur road,Quick Bites,"biryani, north indian, chinese",Delivery,Bellandur,200.0
"19/4 & 27, Ground Floor, Indiqube Alpha, Panathur Junction, Kadubisanahalli, Sarjapur Outer Ring Road, Marathahalli, Bangalore",Matinee Bar & Kitchen,Yes,Yes,4.2,340,marathahalli,Casual Dining,"bbq, continental, north indian, pizza, european",Delivery,Bellandur,1700.0
"Shop 217, 2nd Main Road, Kadubeesanahalli Croma, Back Side Road, Near Kumbeshwara Temple Marathahalli, Bangalore",Spicy Paratha House,Yes,No,3.0,9,marathahalli,Quick Bites,"north indian, chinese",Delivery,Bellandur,450.0
"Bellandur Village, Sarjapur Road, Bangalore",Cafe Coffee Day,Yes,No,2.9,27,sarjapur road,Cafe,"cafe, fast food",Delivery,Bellandur,900.0
"Central Jail Road, Kasavanahalli, Near Sarjapur Road, Bangalore",Foodies Hub,Yes,No,3.1,8,sarjapur road,Quick Bites,"north indian, south indian, seafood",Delivery,Bellandur,500.0
"38/1-24, Ground Floor, Opposite Ibblur Park, Near Sarjapur Flyover, Ibblur Village, Bellandur, Bangalore",The Modak,Yes,No,3.6,18,bellandur,Quick Bites,"north indian, street food, desserts, chinese",Delivery,Bellandur,400.0
"Kadubeesanhalli Circle, Outer Ring Road, near Cisco Cesna Tech Park , Marathahalli, Bangalore",Delhi Restaurant,Yes,No,3.8,54,marathahalli,Quick Bites,"north indian, mughlai, chinese",Delivery,Bellandur,400.0
"Panathur Main Road, Kadubisanahalli, Marathahalli, Bangalore",Chatorezz,Yes,No,3.6,26,marathahalli,Quick Bites,"north indian, chinese",Delivery,Bellandur,250.0
"73/5, 2nd Cross, Bellandur, Bangalore",Aapni Rasoi,Yes,No,3.2,127,bellandur,Quick Bites,north indian,Delivery,Bellandur,400.0
